site_id,target,axis,ligand_id,ligand_pdbqt,out_pdbqt,log_file,affinity_kcal_mol,elapsed_s,ok,stderr,Kd_app_M,log10Kd_app,pKd_app,target_offset_log10,log10Kd_calib,Kd_calib_M,pKd_calib,log10Kd_calib_dsf,Kd_calib_M_dsf
GPR40_site1,GPR40,generic,011_DTXSID60188999,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/011_DTXSID60188999.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/011_DTXSID60188999.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/011_DTXSID60188999.log,-9.683,14.313,1,,1.4891034481633354e-07,-6.827075130719333,6.827075130719333,0.0,-6.827075130719333,1.4891034481633354e-07,6.827075130719333,-6.827075130719333,1.4891034481633354e-07
GPR40_site1,GPR40,generic,012_DTXSID0073118,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/012_DTXSID0073118.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/012_DTXSID0073118.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/012_DTXSID0073118.log,-7.94,6.24,1,,2.5225553033141577e-06,-5.5981593037190445,5.5981593037190445,0.0,-5.5981593037190445,2.5225553033141573e-06,5.5981593037190445,-5.5981593037190445,2.5225553033141573e-06
GPR40_site1,GPR40,generic,013_DTXSID4074932,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/013_DTXSID4074932.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/013_DTXSID4074932.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/013_DTXSID4074932.log,-9.421,13.619,1,,2.2785052056707072e-07,-6.64234997485354,6.64234997485354,0.0,-6.64234997485354,2.2785052056707064e-07,6.64234997485354,-6.64234997485354,2.2785052056707064e-07
GPR40_site1,GPR40,generic,014_DTXSID00870523,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/014_DTXSID00870523.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/014_DTXSID00870523.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/014_DTXSID00870523.log,-6.131,3.949,1,,4.7565311054477514e-05,-4.3227096588289,4.3227096588289,0.0,-4.3227096588289,4.75653110544775e-05,4.3227096588289,-4.3227096588289,4.75653110544775e-05
GPR40_site1,GPR40,generic,015_DTXSID20371305,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/015_DTXSID20371305.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/015_DTXSID20371305.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/015_DTXSID20371305.log,-9.544,14.528,1,,1.8660699098602874e-07,-6.7290720900119085,6.7290720900119085,0.0,-6.7290720900119085,1.8660699098602892e-07,6.7290720900119085,-6.7290720900119085,1.8660699098602892e-07
GPR40_site1,GPR40,generic,016_DTXSID60371783,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/016_DTXSID60371783.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/016_DTXSID60371783.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/016_DTXSID60371783.log,-6.029,4.778,1,,5.613144746557224e-05,-4.250793758453667,4.250793758453667,0.0,-4.250793758453667,5.613144746557221e-05,4.250793758453667,-4.250793758453667,5.613144746557221e-05
GPR40_site1,GPR40,generic,017_DTXSID30175730,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/017_DTXSID30175730.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/017_DTXSID30175730.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/017_DTXSID30175730.log,-8.169,6.289,1,,1.739331848756468e-06,-5.759617550639907,5.759617550639907,0.0,-5.759617550639907,1.7393318487564702e-06,5.759617550639907,-5.759617550639907,1.7393318487564702e-06
GPR40_site1,GPR40,generic,018_DTXSID50441560,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/018_DTXSID50441560.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/018_DTXSID50441560.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/018_DTXSID50441560.log,-8.687,14.791,1,,7.501748233952435e-07,-6.124837515290595,6.124837515290595,0.0,-6.124837515290595,7.501748233952438e-07,6.124837515290595,-6.124837515290595,7.501748233952438e-07
GPR40_site1,GPR40,generic,019_DTXSID00226440,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/019_DTXSID00226440.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/019_DTXSID00226440.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/019_DTXSID00226440.log,-9.814,6.811,1,,1.2038220429634954e-07,-6.919437708652229,6.919437708652229,0.0,-6.919437708652229,1.2038220429634956e-07,6.919437708652229,-6.919437708652229,1.2038220429634956e-07
GPR40_site1,GPR40,generic,020_DTXSID9061881,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/020_DTXSID9061881.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/020_DTXSID9061881.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/020_DTXSID9061881.log,-8.524,10.515,1,,9.774328113792381e-07,-6.009913086259587,6.009913086259587,0.0,-6.009913086259587,9.774328113792392e-07,6.009913086259587,-6.009913086259587,9.774328113792392e-07
GPR40_site1,GPR40,generic,021_DTXSID90880979,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/021_DTXSID90880979.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/021_DTXSID90880979.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/021_DTXSID90880979.log,-12.72,21.857,1,,1.075633175253566e-09,-8.968335811499525,8.968335811499525,0.0,-8.968335811499525,1.0756331752535686e-09,8.968335811499525,-8.968335811499525,1.0756331752535686e-09
GPR40_site1,GPR40,generic,022_DTXSID60379269,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/022_DTXSID60379269.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/022_DTXSID60379269.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/022_DTXSID60379269.log,-7.318,9.109,1,,6.924472215579384e-06,-5.159613322999491,5.159613322999491,0.0,-5.159613322999491,6.924472215579386e-06,5.159613322999491,-5.159613322999491,6.924472215579386e-06
GPR40_site1,GPR40,generic,023_DTXSID60334479,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/023_DTXSID60334479.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/023_DTXSID60334479.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/023_DTXSID60334479.log,-10.89,31.369,1,,2.0985535129974298e-08,-7.678079951826245,7.678079951826245,0.0,-7.678079951826245,2.098553512997432e-08,7.678079951826245,-7.678079951826245,2.098553512997432e-08
GPR40_site1,GPR40,generic,024_DTXSID6067331,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/024_DTXSID6067331.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/024_DTXSID6067331.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/024_DTXSID6067331.log,-11.74,19.991,1,,5.279841416136088e-09,-8.277379121619846,8.277379121619846,0.0,-8.277379121619846,5.279841416136086e-09,8.277379121619846,-8.277379121619846,5.279841416136086e-09
GPR40_site1,GPR40,generic,025_DTXSID80375107,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/025_DTXSID80375107.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/025_DTXSID80375107.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/025_DTXSID80375107.log,-12.82,67.411,1,,9.144467143658357e-10,-9.038841596181125,9.038841596181125,0.0,-9.038841596181125,9.144467143658359e-10,9.038841596181125,-9.038841596181125,9.144467143658359e-10
GPR40_site1,GPR40,generic,026_DTXSID00379829,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/026_DTXSID00379829.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/026_DTXSID00379829.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/026_DTXSID00379829.log,-10.96,12.287,1,,1.8731217160918863e-08,-7.727434001103365,7.727434001103365,0.0,-7.727434001103365,1.8731217160918876e-08,7.727434001103365,-7.727434001103365,1.8731217160918876e-08
GPR40_site1,GPR40,generic,027_DTXSID3065586,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/027_DTXSID3065586.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/027_DTXSID3065586.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/027_DTXSID3065586.log,-9.217,9.471,1,,3.173085875604142e-07,-6.498518174103077,6.498518174103077,0.0,-6.498518174103077,3.1730858756041435e-07,6.498518174103077,-6.498518174103077,3.1730858756041435e-07
GPR40_site1,GPR40,generic,028_DTXSID60380390,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/028_DTXSID60380390.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/028_DTXSID60380390.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/028_DTXSID60380390.log,-10.13,16.753,1,,7.207157480645347e-08,-7.142235988246085,7.142235988246085,0.0,-7.142235988246085,7.207157480645349e-08,7.142235988246085,-7.142235988246085,7.207157480645349e-08
GPR40_site1,GPR40,generic,029_DTXSID80382093,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/029_DTXSID80382093.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/029_DTXSID80382093.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/029_DTXSID80382093.log,-6.142,5.537,1,,4.6723428678516275e-05,-4.330465295143876,4.330465295143876,0.0,-4.330465295143876,4.672342867851625e-05,4.330465295143876,-4.330465295143876,4.672342867851625e-05
GPR40_site1,GPR40,generic,030_DTXSID60379284,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/030_DTXSID60379284.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/030_DTXSID60379284.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/030_DTXSID60379284.log,-9.948,12.015,1,,9.684663598217701e-08,-7.013915460125573,7.013915460125573,0.0,-7.013915460125573,9.684663598217711e-08,7.013915460125573,-7.013915460125573,9.684663598217711e-08
GPR40_site1,GPR40,generic,031_DTXSID00194615,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/031_DTXSID00194615.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/031_DTXSID00194615.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/031_DTXSID00194615.log,-11.15,44.095,1,,1.3759574626187402e-08,-7.861394991998406,7.861394991998406,0.0,-7.861394991998406,1.375957462618741e-08,7.861394991998406,-7.861394991998406,1.375957462618741e-08
GPR40_site1,GPR40,generic,033_DTXSID20577986,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/033_DTXSID20577986.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/033_DTXSID20577986.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/033_DTXSID20577986.log,-10.35,8.913,1,,5.0425624498036404e-08,-7.2973487145456035,7.2973487145456035,0.0,-7.2973487145456035,5.042562449803647e-08,7.2973487145456035,-7.2973487145456035,5.042562449803647e-08
GPR40_site1,GPR40,generic,034_DTXSID8059920,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/034_DTXSID8059920.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/034_DTXSID8059920.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/034_DTXSID8059920.log,-11.31,24.182,1,,1.0611963621203358e-08,-7.974204247488966,7.974204247488966,0.0,-7.974204247488966,1.0611963621203365e-08,7.974204247488966,-7.974204247488966,1.0611963621203365e-08
GPR40_site1,GPR40,generic,035_DTXSID70481246,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/035_DTXSID70481246.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/035_DTXSID70481246.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/035_DTXSID70481246.log,-6.624,4.742,1,,2.136470117054899e-05,-4.6703031773091865,4.6703031773091865,0.0,-4.6703031773091865,2.1364701170549e-05,4.6703031773091865,-4.6703031773091865,2.1364701170549e-05
GPR40_site1,GPR40,generic,036_DTXSID50381073,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/036_DTXSID50381073.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/036_DTXSID50381073.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/036_DTXSID50381073.log,-9.616,26.397,1,,1.6602127508097613e-07,-6.77983625498266,6.77983625498266,0.0,-6.77983625498266,1.6602127508097605e-07,6.77983625498266,-6.77983625498266,1.6602127508097605e-07
GPR40_site1,GPR40,generic,037_DTXSID8059926,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/037_DTXSID8059926.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/037_DTXSID8059926.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/037_DTXSID8059926.log,-8.632,6.777,1,,8.202394747951597e-07,-6.086059333715716,6.086059333715716,0.0,-6.086059333715716,8.202394747951593e-07,6.086059333715716,-6.086059333715716,8.202394747951593e-07
GPR40_site1,GPR40,generic,038_DTXSID30880135,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/038_DTXSID30880135.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/038_DTXSID30880135.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/038_DTXSID30880135.log,-7.983,7.239,1,,2.352465206695418e-06,-5.628476791132131,5.628476791132131,0.0,-5.628476791132131,2.3524652066954197e-06,5.628476791132131,-5.628476791132131,2.3524652066954197e-06
GPR40_site1,GPR40,generic,039_DTXSID8059924,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/039_DTXSID8059924.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/039_DTXSID8059924.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/039_DTXSID8059924.log,-10.87,26.85,1,,2.167809948960662e-08,-7.663978794889924,7.663978794889924,0.0,-7.663978794889924,2.1678099489606632e-08,7.663978794889924,-7.663978794889924,2.1678099489606632e-08
GPR40_site1,GPR40,generic,040_DTXSID8059928,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/040_DTXSID8059928.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/040_DTXSID8059928.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/040_DTXSID8059928.log,-7.021,4.204,1,,1.1214730911749324e-05,-4.95021114249514,4.95021114249514,0.0,-4.95021114249514,1.1214730911749324e-05,4.95021114249514,-4.95021114249514,1.1214730911749324e-05
GPR40_site1,GPR40,generic,041_DTXSID70880194,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/041_DTXSID70880194.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/041_DTXSID70880194.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/GPR40_site1/041_DTXSID70880194.log,-9.68,17.152,1,,1.4963736183789591e-07,-6.824959957178884,6.824959957178884,0.0,-6.824959957178884,1.4963736183789605e-07,6.824959957178884,-6.824959957178884,1.4963736183789605e-07
